Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP102190,Female,Yes,2,Graduate,No,17020,14380,435,180,1.0,Rural,Y
LP102191,Male,No,2,Graduate,No,15951,19147,240,60,0.0,Rural,Y
LP102192,Male,No,0,Not Graduate,No,18651,1786,372,120,,Urban,N
LP102193,Female,No,0,Not Graduate,Yes,25487,7172,487,360,1.0,Semiurban,Y
LP102194,Male,No,0,Graduate,No,3260,10120,418,360,1.0,Semiurban,Y
LP102195,Female,No,2,Not Graduate,Yes,2730,1982,181,60,1.0,Rural,N
LP102196,Male,No,3+,Not Graduate,Yes,47709,19520,138,180,0.0,Semiurban,N
LP102197,Male,No,0,Not Graduate,Yes,31836,7969,99,120,0.0,Semiurban,N
LP102198,Female,Yes,3+,Graduate,Yes,4778,20894,260,60,1.0,Urban,Y
LP102199,Female,Yes,0,Graduate,No,11175,14487,392,360,0.0,Urban,N
LP102200,Male,No,1,Graduate,No,7344,15563,55,360,0.0,Semiurban,Y
LP102201,Female,Yes,1,Not Graduate,No,12287,11771,389,60,1.0,Urban,Y
LP102202,Male,Yes,3+,Graduate,No,29814,5522,433,120,1.0,Rural,Y
LP102203,Male,No,2,Graduate,No,21590,1182,442,120,0.0,Semiurban,Y
LP102204,Female,No,2,Graduate,No,36485,6921,328,120,1.0,Rural,N
LP102205,Female,No,0,Not Graduate,Yes,45679,26505,291,180,1.0,Urban,Y
LP102206,Female,Yes,1,Not Graduate,Yes,32332,9557,113,360,1.0,Semiurban,N
LP102207,Male,No,2,Graduate,No,2912,25595,489,60,0.0,Urban,N
LP102208,Female,No,0,Graduate,No,4450,18693,183,180,1.0,Urban,N
LP102209,Female,No,3+,Graduate,No,13359,11069,429,180,1.0,Rural,N
LP102210,Female,Yes,1,Not Graduate,Yes,17291,25111,616,360,0.0,Urban,Y
LP102211,Male,Yes,2,Not Graduate,Yes,30478,4549,548,180,0.0,Urban,N
LP102212,Male,No,3+,Graduate,Yes,1327,25674,418,180,0.0,Semiurban,N
LP102213,Male,No,3+,Graduate,Yes,6751,13993,227,180,1.0,Semiurban,N
LP102214,Female,No,1,Graduate,No,30129,1921,699,120,1.0,Urban,Y
LP102215,Male,Yes,2,Graduate,Yes,16414,6569,431,360,0.0,Urban,N
LP102216,Female,Yes,2,Graduate,Yes,34742,5700,309,360,1.0,Semiurban,Y
LP102217,Female,No,3+,Not Graduate,No,21287,17489,435,60,1.0,Rural,N
LP102218,Female,No,1,Not Graduate,Yes,15879,28198,238,360,,Urban,N
LP102219,Male,No,2,Not Graduate,No,25603,7943,206,120,1.0,Urban,N
LP102220,Male,No,3+,Not Graduate,Yes,5445,26256,547,60,1.0,Urban,N
LP102221,Female,No,2,Not Graduate,Yes,27133,284,310,360,0.0,Semiurban,Y
LP102222,Female,Yes,1,Graduate,Yes,40832,10615,84,180,0.0,Urban,N
LP102223,Female,No,3+,Graduate,Yes,24986,17942,416,60,0.0,Semiurban,N
LP102224,Female,No,2,Graduate,Yes,14470,25813,321,60,1.0,Rural,Y
LP102225,Female,No,0,Graduate,No,43823,27574,518,60,0.0,Semiurban,N
LP102226,Male,No,0,Graduate,Yes,45127,26982,188,180,1.0,Semiurban,N
LP102227,Male,Yes,0,Not Graduate,Yes,20219,25277,336,60,1.0,Semiurban,Y
LP102228,Male,No,3+,Graduate,No,4175,3825,258,180,1.0,Urban,N
LP102229,Female,No,0,Graduate,No,43022,25519,524,60,0.0,Semiurban,N
LP102230,Male,Yes,1,Not Graduate,No,10964,14663,562,120,1.0,Urban,N
LP102231,Male,No,0,Graduate,No,49065,9389,633,360,0.0,Rural,Y
LP102232,Female,Yes,1,Graduate,Yes,3460,7802,633,360,0.0,Semiurban,N
LP102233,Female,No,2,Graduate,Yes,32066,19952,585,180,1.0,Urban,N
LP102234,Female,No,1,Not Graduate,Yes,5148,24977,548,360,1.0,Rural,Y
LP102235,Female,Yes,1,Graduate,No,32997,5915,352,120,0.0,Semiurban,Y
LP102236,Female,Yes,0,Graduate,No,2540,13612,510,360,0.0,Rural,Y
LP102237,Male,No,2,Not Graduate,Yes,13373,15863,384,180,1.0,Urban,Y
LP102238,Male,No,3+,Not Graduate,No,37281,7034,464,60,0.0,Urban,N
LP102239,Male,No,3+,Not Graduate,No,2877,20074,660,120,0.0,Urban,Y
LP102240,Male,Yes,2,Graduate,Yes,5093,17097,643,60,0.0,Rural,N
LP102241,Female,No,3+,Not Graduate,Yes,46900,19266,411,360,0.0,Urban,Y
LP102242,Female,Yes,0,Not Graduate,No,15914,29072,672,120,,Urban,N
LP102243,Female,Yes,2,Not Graduate,Yes,39734,29816,510,60,0.0,Semiurban,Y
LP102244,Female,No,2,Graduate,No,33089,9342,342,120,0.0,Urban,N
LP102245,Male,Yes,3+,Not Graduate,No,25538,16834,225,120,1.0,Rural,N
LP102246,Male,No,3+,Not Graduate,Yes,46554,291,319,360,0.0,Rural,Y
LP102247,Male,No,1,Not Graduate,No,4276,21242,391,60,0.0,Urban,Y
LP102248,Male,No,2,Graduate,No,42434,19910,298,60,0.0,Semiurban,Y
LP102249,Male,Yes,1,Graduate,Yes,29729,14326,78,360,0.0,Semiurban,Y
LP102250,Female,No,2,Graduate,No,13995,3090,291,360,0.0,Rural,N
LP102251,Male,Yes,0,Graduate,Yes,24637,20876,366,120,0.0,Rural,N
LP102252,Male,No,1,Not Graduate,Yes,44654,3515,329,120,0.0,Rural,Y
LP102253,Female,No,0,Graduate,Yes,40051,3344,119,60,0.0,Urban,Y
LP102254,Female,Yes,3+,Not Graduate,Yes,1844,16627,335,360,1.0,Rural,N
LP102255,Female,Yes,0,Graduate,No,30124,14746,174,180,0.0,Semiurban,Y
LP102256,Female,No,3+,Not Graduate,No,36177,13417,490,120,1.0,Urban,N
LP102257,Female,Yes,1,Not Graduate,Yes,41560,26472,195,120,0.0,Urban,Y
LP102258,Female,No,3+,Graduate,No,24492,1727,557,120,1.0,Semiurban,N
LP102259,Male,No,1,Not Graduate,Yes,40271,17536,106,60,1.0,Rural,N
LP102260,Male,No,3+,Not Graduate,Yes,24083,17911,501,60,1.0,Semiurban,Y
LP102261,Male,Yes,0,Graduate,No,8120,6628,573,180,1.0,Urban,N
LP102262,Male,No,2,Not Graduate,No,7042,29184,431,120,,Rural,Y
LP102263,Male,Yes,0,Not Graduate,Yes,20071,20995,110,180,1.0,Urban,N
LP102264,Male,No,1,Not Graduate,Yes,9903,3592,125,120,0.0,Urban,Y
LP102265,Female,No,2,Not Graduate,No,1958,26141,433,120,0.0,Rural,Y
LP102266,Male,Yes,1,Graduate,No,3280,2236,221,60,1.0,Rural,Y
LP102267,Female,No,0,Graduate,Yes,38563,1091,305,180,1.0,Rural,N
LP102268,Female,Yes,2,Not Graduate,Yes,3124,17200,584,360,,Rural,Y
LP102269,Female,Yes,1,Not Graduate,Yes,24257,25484,226,120,1.0,Semiurban,Y
LP102270,Female,Yes,2,Graduate,Yes,25852,4159,615,120,0.0,Rural,Y
LP102271,Female,No,2,Graduate,Yes,41142,21170,165,360,0.0,Semiurban,N
LP102272,Male,Yes,3+,Not Graduate,Yes,48115,22589,674,360,1.0,Semiurban,Y
LP102273,Male,Yes,1,Not Graduate,Yes,44859,20446,675,180,1.0,Rural,Y
LP102274,Female,No,0,Graduate,Yes,24580,4003,494,60,,Semiurban,N
LP102275,Male,No,1,Graduate,Yes,18918,18845,132,180,1.0,Rural,Y
LP102276,Male,No,3+,Not Graduate,No,4162,13852,215,120,0.0,Semiurban,N
LP102277,Female,No,2,Graduate,Yes,10183,9347,135,60,1.0,Urban,Y
LP102278,Female,No,1,Graduate,No,1107,8827,131,120,1.0,Semiurban,Y
LP102279,Male,Yes,1,Not Graduate,Yes,42803,14532,529,120,,Urban,Y
LP102280,Female,Yes,0,Graduate,No,38998,2851,79,180,0.0,Urban,Y
LP102281,Female,No,1,Not Graduate,Yes,47094,5630,126,120,1.0,Rural,Y
LP102282,Female,Yes,3+,Graduate,No,41227,27354,201,360,,Rural,Y
LP102283,Female,No,0,Graduate,No,40795,28425,501,120,0.0,Semiurban,N
LP102284,Male,Yes,3+,Not Graduate,Yes,1887,17240,618,60,1.0,Urban,Y
LP102285,Female,Yes,3+,Graduate,No,10383,10259,531,120,1.0,Rural,N
LP102286,Female,No,2,Not Graduate,Yes,41122,29125,515,360,0.0,Rural,N
LP102287,Male,Yes,0,Not Graduate,Yes,19147,19292,71,360,0.0,Rural,Y
LP102288,Female,Yes,2,Graduate,No,26884,18812,486,60,1.0,Semiurban,N
LP102289,Female,No,2,Not Graduate,No,1326,27122,427,360,0.0,Semiurban,Y
LP102290,Male,Yes,1,Not Graduate,No,18507,14336,663,360,,Semiurban,N
LP102291,Male,Yes,3+,Not Graduate,Yes,32019,3465,674,180,1.0,Semiurban,Y
LP102292,Male,Yes,1,Not Graduate,No,33881,1352,481,360,1.0,Urban,Y
LP102293,Female,Yes,2,Graduate,Yes,38991,10939,192,360,0.0,Semiurban,N
LP102294,Male,Yes,0,Not Graduate,Yes,9630,22633,338,360,1.0,Semiurban,N
LP102295,Female,No,3+,Graduate,No,3664,5740,344,120,1.0,Rural,Y
LP102296,Female,Yes,1,Graduate,No,10066,22765,460,120,,Rural,N
LP102297,Male,Yes,0,Not Graduate,No,18258,6803,620,60,0.0,Urban,Y
LP102298,Male,No,0,Not Graduate,No,15088,13273,244,60,0.0,Rural,N
LP102299,Female,No,3+,Not Graduate,Yes,36370,11238,326,360,0.0,Urban,Y
LP102300,Male,Yes,0,Not Graduate,Yes,45849,8853,558,180,1.0,Semiurban,N
LP102301,Female,No,2,Graduate,No,40894,20406,511,360,1.0,Semiurban,Y
LP102302,Male,Yes,1,Not Graduate,No,9944,14104,596,180,1.0,Semiurban,N
LP102303,Female,Yes,3+,Not Graduate,Yes,12619,20941,439,120,0.0,Rural,Y
LP102304,Male,Yes,0,Graduate,No,31959,25643,239,180,0.0,Rural,Y
LP102305,Male,Yes,1,Graduate,Yes,6843,5546,76,360,1.0,Rural,N
LP102306,Female,Yes,2,Not Graduate,No,21649,3480,82,360,1.0,Urban,N
LP102307,Female,Yes,3+,Graduate,No,12093,2299,99,60,1.0,Urban,Y
LP102308,Male,No,3+,Graduate,No,37404,22888,291,180,0.0,Urban,Y
LP102309,Female,Yes,3+,Graduate,Yes,8543,7328,559,180,0.0,Rural,N
LP102310,Male,No,3+,Not Graduate,No,23465,11340,442,60,0.0,Rural,Y
LP102311,Female,Yes,2,Graduate,No,13375,26498,589,360,1.0,Semiurban,Y
LP102312,Male,Yes,3+,Graduate,Yes,7776,19637,219,180,0.0,Semiurban,Y
LP102313,Female,No,2,Not Graduate,Yes,46070,8612,149,120,1.0,Rural,N
LP102314,Female,Yes,1,Graduate,No,49263,2482,406,180,,Semiurban,N
LP102315,Male,No,0,Graduate,Yes,14906,116,265,60,0.0,Rural,N
LP102316,Female,Yes,3+,Not Graduate,No,39771,12235,421,60,0.0,Semiurban,N
LP102317,Female,Yes,3+,Graduate,Yes,25019,27323,222,360,0.0,Urban,Y
LP102318,Male,No,2,Graduate,No,13651,28032,289,120,0.0,Rural,N
LP102319,Female,Yes,1,Graduate,No,45599,16882,588,60,0.0,Rural,N
LP102320,Female,Yes,1,Not Graduate,No,16148,6771,157,120,1.0,Semiurban,N
LP102321,Male,No,3+,Graduate,Yes,33404,25286,484,60,1.0,Semiurban,N
LP102322,Female,Yes,2,Graduate,Yes,16623,18945,199,60,0.0,Urban,Y
LP102323,Female,No,1,Not Graduate,No,13709,306,442,120,,Urban,Y
LP102324,Male,Yes,3+,Graduate,Yes,26674,4338,661,180,1.0,Semiurban,Y
LP102325,Male,Yes,2,Not Graduate,Yes,45339,6599,472,60,0.0,Semiurban,N
LP102326,Female,Yes,1,Graduate,No,11155,216,222,360,0.0,Urban,Y
LP102327,Male,Yes,1,Not Graduate,No,38476,9339,166,360,1.0,Urban,N
LP102328,Male,No,1,Graduate,No,49263,20889,225,120,1.0,Urban,Y
LP102329,Female,Yes,1,Not Graduate,Yes,10788,5115,238,360,1.0,Urban,N
LP102330,Female,Yes,0,Graduate,Yes,32844,15681,368,180,1.0,Urban,Y
LP102331,Female,No,2,Graduate,No,13815,22275,256,180,,Urban,N
LP102332,Female,No,3+,Graduate,No,22388,15758,240,180,0.0,Semiurban,Y
LP102333,Male,Yes,0,Not Graduate,No,42846,8473,198,360,1.0,Rural,Y
LP102334,Female,Yes,3+,Not Graduate,Yes,42180,12675,644,180,0.0,Rural,N
LP102335,Male,Yes,2,Not Graduate,Yes,31245,1267,632,120,1.0,Rural,Y
LP102336,Male,No,0,Graduate,No,30941,20130,232,120,0.0,Semiurban,Y
LP102337,Female,Yes,3+,Not Graduate,Yes,20542,29694,99,60,0.0,Semiurban,N
LP102338,Male,No,0,Not Graduate,Yes,24710,18208,83,60,1.0,Rural,Y
LP102339,Male,No,0,Not Graduate,Yes,8401,28910,586,60,1.0,Urban,N
LP102340,Female,No,2,Not Graduate,Yes,42787,24371,67,60,1.0,Urban,N
LP102341,Male,Yes,3+,Graduate,Yes,9054,11982,397,180,1.0,Semiurban,N
LP102342,Male,Yes,3+,Not Graduate,Yes,38058,25674,297,360,1.0,Urban,N
LP102343,Male,Yes,2,Graduate,Yes,34232,17090,626,180,1.0,Semiurban,N
LP102344,Female,Yes,0,Not Graduate,No,39935,22682,203,360,1.0,Urban,N
LP102345,Female,Yes,1,Not Graduate,Yes,34730,15602,201,60,1.0,Rural,N
LP102346,Female,No,3+,Not Graduate,No,39270,8692,415,120,,Rural,Y
LP102347,Female,Yes,0,Graduate,No,42767,23523,93,180,,Rural,N
LP102348,Male,Yes,3+,Not Graduate,Yes,5305,3483,81,360,0.0,Rural,Y
LP102349,Male,Yes,2,Not Graduate,Yes,29664,21665,473,60,0.0,Urban,N
LP102350,Male,No,0,Graduate,No,47784,3157,96,180,,Rural,Y
LP102351,Female,No,0,Not Graduate,Yes,35077,7677,699,120,0.0,Urban,N
LP102352,Female,Yes,1,Graduate,Yes,46033,1282,73,120,0.0,Urban,N
LP102353,Male,Yes,2,Graduate,Yes,39046,14816,586,60,0.0,Rural,Y
LP102354,Female,Yes,0,Not Graduate,No,10004,3921,352,60,,Urban,N
LP102355,Female,Yes,1,Not Graduate,Yes,49402,29846,634,180,1.0,Urban,Y
LP102356,Male,No,0,Graduate,No,5242,10455,181,180,,Rural,N
LP102357,Female,Yes,1,Not Graduate,No,28927,12379,248,60,,Semiurban,Y
LP102358,Male,Yes,0,Graduate,Yes,43121,12472,226,180,1.0,Semiurban,Y
LP102359,Female,No,2,Not Graduate,Yes,5285,11588,566,120,1.0,Urban,Y
LP102360,Female,No,0,Graduate,No,15748,22924,217,60,0.0,Rural,Y
LP102361,Male,Yes,2,Graduate,No,25532,16371,365,360,0.0,Urban,N
LP102362,Male,No,1,Graduate,No,30325,23150,415,60,1.0,Urban,Y
LP102363,Female,Yes,3+,Graduate,Yes,17318,4627,379,360,1.0,Urban,N
LP102364,Male,No,0,Graduate,Yes,27181,19646,73,120,,Semiurban,N
LP102365,Female,No,2,Not Graduate,No,15985,18267,331,120,0.0,Semiurban,N
LP102366,Male,No,2,Not Graduate,No,23766,16816,254,60,1.0,Rural,Y
LP102367,Male,No,3+,Graduate,No,48328,9037,463,60,0.0,Urban,N
LP102368,Male,Yes,3+,Graduate,No,23626,18930,608,60,0.0,Rural,N
LP102369,Female,Yes,3+,Graduate,No,20489,584,652,360,1.0,Semiurban,N
LP102370,Female,No,2,Not Graduate,No,17444,28501,559,60,1.0,Rural,N
LP102371,Female,No,1,Not Graduate,Yes,36486,6637,563,120,0.0,Urban,N
LP102372,Male,Yes,3+,Graduate,No,12203,7283,611,180,1.0,Urban,Y
LP102373,Female,No,2,Not Graduate,Yes,39585,28957,636,180,,Urban,Y
LP102374,Female,Yes,2,Graduate,Yes,38702,23678,487,180,1.0,Semiurban,Y
LP102375,Male,No,0,Not Graduate,No,32411,25413,356,360,0.0,Rural,Y
LP102376,Male,Yes,0,Not Graduate,No,7383,25226,355,120,1.0,Semiurban,Y
LP102377,Female,No,2,Not Graduate,Yes,7569,18872,329,180,1.0,Urban,Y
LP102378,Female,Yes,0,Not Graduate,Yes,45799,15912,619,180,1.0,Semiurban,N
LP102379,Male,Yes,3+,Not Graduate,Yes,32721,7883,87,180,1.0,Rural,N
LP102380,Male,Yes,3+,Graduate,Yes,11263,20426,122,60,1.0,Semiurban,N
LP102381,Female,No,0,Graduate,No,7819,27251,581,360,0.0,Rural,Y
LP102382,Male,No,3+,Graduate,Yes,22869,12147,122,120,0.0,Urban,Y
LP102383,Male,Yes,1,Graduate,No,14286,18273,632,360,1.0,Urban,N
LP102384,Female,No,1,Not Graduate,Yes,24924,2747,219,120,1.0,Semiurban,N
LP102385,Female,Yes,0,Graduate,No,34468,9405,180,360,0.0,Semiurban,N
LP102386,Male,Yes,1,Not Graduate,Yes,32135,7916,216,60,1.0,Rural,N
LP102387,Female,Yes,1,Graduate,No,35295,16896,430,120,0.0,Rural,Y
LP102388,Male,No,0,Graduate,No,13991,15500,232,60,1.0,Semiurban,Y
LP102389,Female,No,1,Graduate,Yes,32432,28857,522,180,0.0,Urban,N
LP102390,Male,No,3+,Graduate,No,37952,800,551,120,1.0,Rural,Y
LP102391,Female,No,2,Graduate,No,4868,24586,306,180,0.0,Semiurban,N
LP102392,Male,No,0,Not Graduate,No,26764,24590,571,360,1.0,Urban,Y
LP102393,Male,No,0,Graduate,No,28546,17547,599,360,1.0,Urban,Y
LP102394,Male,Yes,2,Graduate,No,28400,29731,490,60,0.0,Urban,N
LP102395,Male,Yes,3+,Not Graduate,No,29542,24963,333,60,1.0,Urban,Y
LP102396,Female,No,2,Graduate,Yes,20721,12621,283,60,0.0,Semiurban,Y
LP102397,Female,Yes,2,Not Graduate,Yes,37229,28680,147,360,0.0,Rural,N
LP102398,Female,Yes,1,Not Graduate,No,35621,3144,204,120,,Rural,N
LP102399,Female,Yes,1,Not Graduate,Yes,45817,27890,472,120,0.0,Urban,Y
LP102400,Male,Yes,2,Not Graduate,No,31983,12679,307,180,1.0,Rural,N
LP102401,Female,No,3+,Graduate,No,18189,6668,639,60,,Rural,N
LP102402,Female,No,1,Graduate,No,33931,3641,315,360,0.0,Urban,N
LP102403,Male,Yes,3+,Graduate,No,26377,9861,571,360,0.0,Rural,N
LP102404,Male,No,1,Graduate,No,4743,2217,547,120,,Semiurban,Y
LP102405,Female,Yes,2,Not Graduate,No,1336,13542,511,120,1.0,Rural,N
LP102406,Female,No,0,Not Graduate,Yes,39054,8220,535,180,0.0,Rural,N
LP102407,Male,No,3+,Not Graduate,Yes,41678,26067,448,180,0.0,Rural,Y
LP102408,Female,Yes,3+,Not Graduate,Yes,37936,16891,153,360,1.0,Urban,Y
LP102409,Female,No,3+,Graduate,Yes,1785,8284,102,180,0.0,Semiurban,Y
LP102410,Male,Yes,2,Graduate,Yes,19144,2396,331,120,1.0,Rural,N
LP102411,Male,Yes,0,Not Graduate,Yes,9362,2954,144,180,1.0,Urban,Y
LP102412,Female,No,2,Not Graduate,No,30554,3346,136,60,,Rural,N
LP102413,Male,Yes,1,Graduate,No,33609,11913,336,120,0.0,Rural,Y
LP102414,Female,Yes,0,Graduate,No,18678,21058,369,360,,Urban,N
LP102415,Male,Yes,3+,Not Graduate,No,45994,19191,133,360,1.0,Urban,N
LP102416,Female,Yes,2,Not Graduate,No,7236,18504,432,180,1.0,Urban,N
LP102417,Female,No,2,Graduate,Yes,29106,2501,221,60,1.0,Urban,N
LP102418,Male,Yes,1,Graduate,No,17023,5531,218,360,1.0,Semiurban,Y
LP102419,Male,No,1,Not Graduate,No,7130,27728,655,60,0.0,Urban,N
LP102420,Female,No,0,Not Graduate,Yes,2611,13489,134,360,1.0,Rural,Y
LP102421,Male,Yes,3+,Not Graduate,Yes,2127,22575,179,360,1.0,Urban,Y
LP102422,Female,Yes,0,Not Graduate,No,41346,15339,62,180,1.0,Rural,Y
LP102423,Female,No,0,Graduate,Yes,14241,7472,204,60,1.0,Rural,N
LP102424,Male,Yes,2,Not Graduate,No,23070,28650,671,120,1.0,Semiurban,N
LP102425,Male,No,2,Graduate,No,32242,11020,604,180,1.0,Rural,N
LP102426,Female,No,0,Not Graduate,No,48878,2422,313,60,,Semiurban,Y
LP102427,Male,No,1,Not Graduate,No,39922,28309,653,60,1.0,Urban,Y
LP102428,Female,No,2,Not Graduate,No,46977,24212,598,180,,Rural,N
LP102429,Female,No,1,Not Graduate,Yes,44264,28703,373,60,1.0,Urban,N
LP102430,Male,No,1,Not Graduate,Yes,39256,21663,75,360,0.0,Rural,Y
LP102431,Female,No,2,Not Graduate,No,49485,22463,606,60,1.0,Semiurban,N
LP102432,Female,Yes,2,Not Graduate,Yes,27239,15963,184,180,1.0,Rural,N
LP102433,Male,Yes,2,Graduate,Yes,48738,254,474,180,0.0,Urban,N
LP102434,Male,No,2,Not Graduate,No,18627,4748,310,360,1.0,Semiurban,N
LP102435,Female,Yes,3+,Not Graduate,Yes,48003,25374,684,120,1.0,Urban,Y
LP102436,Female,Yes,0,Not Graduate,Yes,22797,13136,113,360,0.0,Semiurban,N
LP102437,Female,Yes,1,Graduate,No,2110,18449,315,60,0.0,Semiurban,Y
LP102438,Female,Yes,3+,Graduate,Yes,43443,25492,421,180,0.0,Rural,Y
LP102439,Female,No,1,Graduate,Yes,3925,23268,408,60,1.0,Rural,Y
LP102440,Male,Yes,1,Not Graduate,No,17232,5510,85,180,1.0,Semiurban,Y
LP102441,Male,No,3+,Graduate,Yes,9026,5869,385,60,0.0,Semiurban,N
LP102442,Female,No,1,Graduate,Yes,44695,15660,598,60,0.0,Rural,N
LP102443,Female,Yes,2,Graduate,No,42986,11542,231,120,1.0,Semiurban,N
LP102444,Male,Yes,1,Not Graduate,No,31001,6869,482,60,1.0,Urban,N
LP102445,Male,Yes,1,Graduate,No,14313,7800,123,120,0.0,Urban,N
LP102446,Male,Yes,1,Graduate,Yes,21108,22957,579,180,1.0,Rural,Y
LP102447,Male,Yes,2,Graduate,No,2786,3443,271,180,1.0,Semiurban,Y
LP102448,Male,Yes,3+,Graduate,No,31375,17737,64,120,1.0,Rural,N
LP102449,Female,Yes,3+,Graduate,No,2520,17932,593,120,1.0,Urban,Y
LP102450,Male,Yes,3+,Graduate,No,34597,14361,148,180,1.0,Urban,Y
LP102451,Male,No,2,Graduate,Yes,27357,3286,179,60,0.0,Semiurban,N
LP102452,Male,No,2,Graduate,Yes,48218,1109,352,360,,Rural,Y
LP102453,Female,Yes,0,Not Graduate,Yes,18520,16669,227,60,,Rural,Y
LP102454,Male,Yes,3+,Graduate,Yes,31984,12152,519,180,1.0,Rural,N
LP102455,Female,Yes,2,Not Graduate,Yes,26189,7968,670,180,1.0,Rural,N
LP102456,Female,Yes,1,Not Graduate,No,28250,471,603,180,0.0,Urban,N
LP102457,Female,Yes,3+,Graduate,Yes,23995,9316,495,360,1.0,Rural,Y
LP102458,Female,No,0,Graduate,No,8752,14172,458,180,1.0,Rural,Y
LP102459,Female,No,2,Not Graduate,Yes,25149,24490,620,360,1.0,Semiurban,N
LP102460,Male,Yes,1,Not Graduate,No,48518,17359,241,360,,Semiurban,N
LP102461,Male,No,3+,Not Graduate,No,41334,8582,587,180,,Urban,N
LP102462,Male,No,1,Not Graduate,No,49686,2731,527,180,0.0,Rural,Y
LP102463,Male,No,3+,Graduate,Yes,24767,27861,471,60,1.0,Rural,N
LP102464,Female,Yes,0,Not Graduate,Yes,23753,24259,595,120,,Semiurban,N
LP102465,Female,No,0,Not Graduate,No,23724,12993,182,120,1.0,Semiurban,Y
LP102466,Male,Yes,3+,Graduate,Yes,47717,14964,425,60,,Urban,N
LP102467,Female,No,3+,Not Graduate,No,8362,25922,492,60,0.0,Rural,N
LP102468,Male,Yes,3+,Graduate,Yes,43485,12744,107,360,1.0,Semiurban,Y
LP102469,Female,Yes,1,Not Graduate,Yes,5991,17113,520,120,1.0,Rural,Y
LP102470,Male,Yes,3+,Graduate,No,18926,28477,546,360,0.0,Urban,N
LP102471,Female,No,1,Not Graduate,Yes,30312,29085,571,120,0.0,Semiurban,Y
LP102472,Male,Yes,1,Not Graduate,No,35511,15461,149,360,0.0,Urban,Y
LP102473,Female,Yes,3+,Not Graduate,Yes,22549,16410,73,360,1.0,Rural,Y
LP102474,Female,No,1,Not Graduate,Yes,9656,18123,636,360,0.0,Semiurban,Y
LP102475,Female,Yes,1,Graduate,No,32906,21535,304,180,1.0,Semiurban,N
LP102476,Male,Yes,0,Not Graduate,Yes,3366,22788,679,120,1.0,Rural,Y
LP102477,Male,Yes,0,Graduate,No,35747,21793,318,120,1.0,Urban,Y
LP102478,Female,Yes,3+,Graduate,No,29949,18914,188,180,0.0,Semiurban,N
LP102479,Female,No,2,Graduate,Yes,33172,1628,276,60,0.0,Urban,N
LP102480,Male,No,1,Graduate,Yes,16903,16993,247,180,0.0,Urban,N
LP102481,Female,Yes,2,Not Graduate,No,39449,23103,237,120,0.0,Rural,Y
LP102482,Male,No,2,Not Graduate,Yes,14690,18192,651,60,0.0,Semiurban,Y
LP102483,Male,Yes,2,Graduate,Yes,41255,6467,57,180,1.0,Semiurban,N
LP102484,Male,No,1,Not Graduate,No,41147,24209,178,120,1.0,Urban,Y
LP102485,Male,Yes,3+,Graduate,No,18608,19373,673,60,1.0,Urban,Y
LP102486,Female,No,0,Graduate,No,28633,17635,179,180,1.0,Semiurban,N
LP102487,Female,Yes,3+,Not Graduate,No,35092,11673,65,120,1.0,Semiurban,N
LP102488,Male,No,2,Not Graduate,Yes,48309,20366,328,360,1.0,Semiurban,Y
LP102489,Female,Yes,3+,Graduate,No,22587,6195,380,360,1.0,Semiurban,Y
LP102490,Male,Yes,3+,Not Graduate,No,17851,26672,303,120,1.0,Urban,Y
LP102491,Male,Yes,0,Not Graduate,Yes,49859,23682,309,120,1.0,Semiurban,Y
LP102492,Male,Yes,0,Graduate,Yes,2334,29055,206,180,1.0,Urban,Y
LP102493,Male,Yes,0,Not Graduate,No,14787,23004,107,360,0.0,Rural,Y
LP102494,Male,Yes,3+,Graduate,No,1111,6823,562,180,1.0,Semiurban,Y
LP102495,Female,Yes,1,Not Graduate,No,13530,19560,506,180,0.0,Urban,Y
LP102496,Male,Yes,3+,Not Graduate,Yes,37584,19037,243,120,0.0,Rural,N
LP102497,Male,Yes,2,Graduate,No,14538,25362,688,60,1.0,Urban,Y
LP102498,Male,No,1,Not Graduate,Yes,35112,2610,600,60,,Rural,Y
LP102499,Female,Yes,3+,Graduate,No,24858,11165,365,180,0.0,Urban,N
LP102500,Female,No,3+,Graduate,Yes,41318,16230,448,360,1.0,Urban,N
LP102501,Male,No,1,Graduate,No,17763,14931,159,180,1.0,Urban,Y
LP102502,Male,Yes,2,Graduate,No,37098,13919,214,60,1.0,Urban,N
LP102503,Female,No,0,Graduate,No,40982,9347,116,180,1.0,Semiurban,N
LP102504,Female,No,1,Not Graduate,No,23981,22722,244,60,1.0,Semiurban,N
LP102505,Female,No,3+,Not Graduate,No,4678,24136,694,180,1.0,Semiurban,N
LP102506,Female,No,2,Graduate,Yes,35676,28616,446,180,1.0,Urban,N
LP102507,Female,Yes,3+,Graduate,Yes,43501,27164,519,360,0.0,Urban,N
LP102508,Male,No,0,Graduate,Yes,37838,21203,530,120,,Urban,N
LP102509,Female,No,0,Graduate,No,1981,21484,229,360,0.0,Urban,Y
LP102510,Male,No,1,Graduate,No,44178,27872,241,60,1.0,Urban,Y
LP102511,Male,Yes,2,Graduate,Yes,33342,9927,695,180,1.0,Urban,Y
LP102512,Female,No,0,Graduate,No,18146,4717,58,180,0.0,Semiurban,Y
